Company,Item,Calories,"Total Fat
(g)","Saturated Fat
(g)","Cholesterol
(mg)","Sodium 
(mg)","Carbs
(g)","Fiber
(g)","Sugars
(g)","Protein
(g)",Item Type
Taco Bell,Black Bean Quesarito (V),630.00 ,29.00 ,10.00 ,35.00 ,"1,260.00 ",73.00 ,7.00 ,5.00 ,19.00 ,
Taco Bell,Quesadilla – Cheese (V),470.00 ,25.00 ,12.00 ,50.00 ,990.00 ,37.00 ,4.00 ,2.00 ,19.00 ,
Taco Bell,Quesadilla – Chicken,510.00 ,26.00 ,12.00 ,75.00 ,"1,250.00 ",38.00 ,4.00 ,2.00 ,27.00 ,
Taco Bell,Quesadilla – Steak,520.00 ,27.00 ,12.00 ,70.00 ,"1,230.00 ",38.00 ,4.00 ,2.00 ,27.00 ,
Taco Bell,Bacon Club Chalupa – Specialties,440.00 ,27.00 ,5.00 ,50.00 ,840.00 ,31.00 ,2.00 ,3.00 ,20.00 ,
Taco Bell,Black Bean Chalupa – Specialties,330.00 ,15.00 ,3.00 ,10.00 ,430.00 ,39.00 ,5.00 ,3.00 ,10.00 ,
Taco Bell,Black Bean Crunchwrap Supreme – Specialties,510.00 ,17.00 ,4.50 ,5.00 ,"1,080.00 ",77.00 ,8.00 ,6.00 ,13.00 ,
Taco Bell,Black Bean Quesarito – Specialties,630.00 ,29.00 ,10.00 ,35.00 ,"1,260.00 ",73.00 ,7.00 ,5.00 ,19.00 ,
Taco Bell,Chalupa Supreme® – Specialties,350.00 ,18.00 ,5.00 ,25.00 ,560.00 ,33.00 ,4.00 ,3.00 ,13.00 ,
Taco Bell,Cheesy Gordita Crunch – Specialties,500.00 ,28.00 ,10.00 ,55.00 ,850.00 ,41.00 ,5.00 ,4.00 ,20.00 ,
Taco Bell,Cheesy Roll Up – Specialties,180.00 ,9.00 ,5.00 ,20.00 ,430.00 ,15.00 ,2.00 ,<1,9.00 ,
Taco Bell,Crunchwrap Supreme® – Specialties,530.00 ,21.00 ,6.00 ,25.00 ,"1,200.00 ",71.00 ,6.00 ,6.00 ,16.00 ,
Taco Bell,Crunchy Taco – Specialties,170.00 ,9.00 ,3.50 ,25.00 ,310.00 ,13.00 ,3.00 ,<1,8.00 ,
Taco Bell,Nacho Cheese Doritos® Locos Taco – Specialties,170.00 ,9.00 ,3.50 ,25.00 ,360.00 ,13.00 ,3.00 ,<1,8.00 ,
Taco Bell,Nachos BellGrande® – Specialties,740.00 ,38.00 ,7.00 ,25.00 ,"1,050.00 ",82.00 ,15.00 ,5.00 ,16.00 ,
Taco Bell,Power Menu Bowl – Specialties,470.00 ,19.00 ,6.00 ,70.00 ,"1,200.00 ",50.00 ,7.00 ,2.00 ,26.00 ,
Taco Bell,Quesadilla – Specialties,510.00 ,26.00 ,12.00 ,75.00 ,"1,250.00 ",38.00 ,4.00 ,2.00 ,27.00 ,
Taco Bell,Quesarito – Specialties,650.00 ,33.00 ,12.00 ,55.00 ,"1,390.00 ",67.00 ,6.00 ,5.00 ,22.00 ,
Taco Bell,Soft Taco – Specialties,180.00 ,9.00 ,4.00 ,25.00 ,500.00 ,17.00 ,3.00 ,1.00 ,9.00 ,
Taco Bell,Soft Taco Supreme – Specialties,210.00 ,10.00 ,5.00 ,25.00 ,520.00 ,20.00 ,3.00 ,2.00 ,10.00 ,
Taco Bell,Veggie Power Menu Bowl – Specialties,430.00 ,17.00 ,5.00 ,20.00 ,810.00 ,57.00 ,10.00 ,2.00 ,12.00 ,
Taco Bell,Black Beans & Rice (V),170.00 ,3.50 ,0.00 ,0.00 ,320.00 ,31.00 ,4.00 ,0.00 ,4.00 ,S
Taco Bell,Black Beans (V),50.00 ,1.00 ,0.00 ,0.00 ,135.00 ,8.00 ,3.00 ,0.00 ,2.00 ,S
Taco Bell,Beef Burrito – Value Menu,430.00 ,19.00 ,5.00 ,20.00 ,970.00 ,51.00 ,4.00 ,3.00 ,12.00 ,
Taco Bell,Cheesy Bean & Rice Burrito – Value Menu,420.00 ,16.00 ,4.00 ,<5,880.00 ,56.00 ,7.00 ,3.00 ,10.00 ,
Taco Bell,Cheesy Roll Up – Value Menu,180.00 ,9.00 ,5.00 ,20.00 ,430.00 ,15.00 ,2.00 ,<1,9.00 ,
Taco Bell,Chicken Chipotle Melt – Value Menu,190.00 ,9.00 ,3.00 ,35.00 ,530.00 ,15.00 ,1.00 ,<1,12.00 ,
Taco Bell,Loaded Nacho Taco – Value Menu,250.00 ,12.00 ,4.50 ,25.00 ,610.00 ,24.00 ,3.00 ,2.00 ,10.00 ,
Taco Bell,Bean Burrito,350.00 ,9.00 ,3.50 ,5.00 ,"1,000.00 ",54.00 ,11.00 ,3.00 ,13.00 ,
Taco Bell,Black Bean Chalupa,330.00 ,15.00 ,3.00 ,10.00 ,430.00 ,39.00 ,5.00 ,3.00 ,10.00 ,
Taco Bell,Black Bean Crunchwrap Supreme,510.00 ,17.00 ,4.50 ,5.00 ,"1,080.00 ",77.00 ,8.00 ,6.00 ,13.00 ,
Taco Bell,Black Bean Quesarito,630.00 ,29.00 ,10.00 ,35.00 ,"1,260.00 ",73.00 ,7.00 ,5.00 ,19.00 ,
Taco Bell,Black Beans & Rice,170.00 ,3.50 ,0.00 ,0.00 ,320.00 ,31.00 ,4.00 ,0.00 ,4.00 ,S
Taco Bell,Cheese Quesadilla,470.00 ,25.00 ,12.00 ,50.00 ,990.00 ,37.00 ,4.00 ,2.00 ,19.00 ,
Taco Bell,Cheesy Bean & Rice Burrito,420.00 ,16.00 ,4.00 ,<5,880.00 ,56.00 ,7.00 ,3.00 ,10.00 ,
Taco Bell,Cheesy Roll Up,180.00 ,9.00 ,5.00 ,20.00 ,430.00 ,15.00 ,2.00 ,<1,9.00 ,
Taco Bell,Chips and Nacho Cheese Sauce,220.00 ,13.00 ,1.50 ,<5,250.00 ,24.00 ,2.00 ,2.00 ,2.00 ,S
Taco Bell,Hash Brown,160.00 ,12.00 ,1.00 ,0.00 ,270.00 ,13.00 ,2.00 ,0.00 ,1.00 ,BS
Taco Bell,Power Menu Bowl – Veggie,430.00 ,17.00 ,5.00 ,20.00 ,810.00 ,57.00 ,10.00 ,2.00 ,12.00 ,
Taco Bell,Power Menu Bowl – Chicken,470.00 ,19.00 ,6.00 ,70.00 ,"1,200.00 ",50.00 ,7.00 ,2.00 ,26.00 ,
Taco Bell,Power Menu Bowl – Steak,480.00 ,20.00 ,7.00 ,60.00 ,"1,150.00 ",51.00 ,7.00 ,2.00 ,25.00 ,
Taco Bell,Power Menu Bowl – Veggie (V),430.00 ,17.00 ,5.00 ,20.00 ,810.00 ,57.00 ,10.00 ,2.00 ,12.00 ,
Taco Bell,Breakfast Crunchwrap – Bacon,670.00 ,41.00 ,12.00 ,140.00 ,"1,270.00 ",50.00 ,4.00 ,3.00 ,21.00 ,B
Taco Bell,Breakfast Crunchwrap – Sausage,720.00 ,47.00 ,15.00 ,145.00 ,"1,210.00 ",51.00 ,4.00 ,3.00 ,21.00 ,B
Taco Bell,Breakfast Crunchwrap – Steak,660.00 ,38.00 ,12.00 ,145.00 ,"1,300.00 ",51.00 ,4.00 ,3.00 ,24.00 ,B
Taco Bell,Cheesy Toasted Breakfast Burrito – Bacon,350.00 ,16.00 ,4.50 ,115.00 ,870.00 ,36.00 ,2.00 ,3.00 ,13.00 ,B
Taco Bell,Cheesy Toasted Breakfast Burrito – Fiesta Potato (V),340.00 ,14.00 ,3.50 ,100.00 ,750.00 ,43.00 ,3.00 ,3.00 ,10.00 ,B
Taco Bell,Cheesy Toasted Breakfast Burrito – Sausage,340.00 ,17.00 ,5.00 ,110.00 ,730.00 ,36.00 ,2.00 ,3.00 ,11.00 ,B
Taco Bell,Grande Toasted Breakfast Burrito – Bacon,560.00 ,30.00 ,10.00 ,230.00 ,"1,290.00 ",49.00 ,4.00 ,3.00 ,24.00 ,B
Taco Bell,Grande Toasted Breakfast Burrito – Sausage,560.00 ,31.00 ,10.00 ,230.00 ,"1,150.00 ",49.00 ,4.00 ,3.00 ,22.00 ,B
Taco Bell,Grande Toasted Breakfast Burrito – Steak,560.00 ,28.00 ,9.00 ,240.00 ,"1,310.00 ",50.00 ,4.00 ,3.00 ,27.00 ,B
Taco Bell,Hash Brown (V),160.00 ,12.00 ,1.00 ,0.00 ,270.00 ,13.00 ,2.00 ,0.00 ,1.00 ,BS
Taco Bell,Hash Brown Toasted Breakfast Burrito – Bacon,570.00 ,33.00 ,10.00 ,135.00 ,"1,270.00 ",49.00 ,4.00 ,2.00 ,21.00 ,B
Taco Bell,Hash Brown Toasted Breakfast Burrito – Sausage,570.00 ,34.00 ,10.00 ,130.00 ,"1,130.00 ",49.00 ,4.00 ,2.00 ,18.00 ,B
Taco Bell,Hash Brown Toasted Breakfast Burrito – Steak,570.00 ,30.00 ,9.00 ,140.00 ,"1,290.00 ",50.00 ,4.00 ,2.00 ,24.00 ,B
Pizza Hut,Detroit Double Cheesy Pizza Slice,280.00 ,12.00 ,6.00 ,30.00 ,560.00 ,31.00 ,2.00 ,2.00 ,13.00 ,
Pizza Hut,Detroit Double Pepperoni Pizza Slice,330.00 ,17.00 ,7.00 ,40.00 ,720.00 ,30.00 ,2.00 ,2.00 ,14.00 ,
Pizza Hut,Detroit Meaty Pizza Slice,320.00 ,16.00 ,6.00 ,35.00 ,640.00 ,31.00 ,2.00 ,2.00 ,14.00 ,
Pizza Hut,Detroit Supremo Pizza Slice,290.00 ,13.00 ,6.00 ,30.00 ,570.00 ,31.00 ,2.00 ,2.00 ,13.00 ,
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Personal Pan,180.00 ,6.00 ,2.00 ,15.00 ,370.00 ,25.00 ,1.00 ,8.00 ,8.00 ,
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Medium,270.00 ,10.00 ,4.00 ,25.00 ,450.00 ,33.00 ,2.00 ,6.00 ,11.00 ,
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Large,380.00 ,16.00 ,6.00 ,35.00 ,650.00 ,43.00 ,2.00 ,7.00 ,16.00 ,
Pizza Hut,Pan Pizza Slices Beyond Meat® Pepperoni Medium,240.00 ,10.00 ,4.50 ,15.00 ,470.00 ,29.00 ,2.00 ,1.00 ,10.00 ,
Pizza Hut,Pan Pizza Slices Beyond Meat® Pepperoni Large,350.00 ,16.00 ,6.00 ,25.00 ,680.00 ,38.00 ,3.00 ,2.00 ,14.00 ,
Pizza Hut,Pan Pizza Slices Buffalo Chicken Personal Pan,160.00 ,5.00 ,2.00 ,15.00 ,570.00 ,22.00 ,1.00 ,2.00 ,7.00 ,
Pizza Hut,Pan Pizza Slices Buffalo Chicken Medium,240.00 ,9.00 ,3.50 ,20.00 ,680.00 ,31.00 ,2.00 ,2.00 ,11.00 ,
Pizza Hut,Pan Pizza Slices Buffalo Chicken Large,350.00 ,14.00 ,5.00 ,30.00 ,850.00 ,40.00 ,2.00 ,2.00 ,15.00 ,
Pizza Hut,Pan Pizza Slices Cheese Personal Pan,150.00 ,6.00 ,2.50 ,15.00 ,310.00 ,17.00 ,1.00 ,2.00 ,7.00 ,
Pizza Hut,Pan Pizza Slices Cheese Medium,250.00 ,10.00 ,4.50 ,25.00 ,450.00 ,28.00 ,2.00 ,1.00 ,11.00 ,
Pizza Hut,Pan Pizza Slices Cheese Large,360.00 ,17.00 ,7.00 ,35.00 ,660.00 ,37.00 ,2.00 ,2.00 ,16.00 ,
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Personal Pan,180.00 ,8.00 ,3.00 ,20.00 ,350.00 ,17.00 ,1.00 ,2.00 ,9.00 ,
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Medium,270.00 ,13.00 ,4.50 ,30.00 ,470.00 ,27.00 ,2.00 ,1.00 ,12.00 ,
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Large,390.00 ,20.00 ,7.00 ,40.00 ,680.00 ,35.00 ,2.00 ,2.00 ,18.00 ,
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Personal Pan,150.00 ,5.00 ,2.00 ,15.00 ,330.00 ,18.00 ,1.00 ,3.00 ,8.00 ,
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Medium,240.00 ,9.00 ,3.50 ,20.00 ,480.00 ,29.00 ,2.00 ,2.00 ,12.00 ,
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Large,350.00 ,15.00 ,5.00 ,30.00 ,690.00 ,38.00 ,2.00 ,3.00 ,17.00 ,
Pizza Hut,Pan Pizza Slices Meat Lover’s® Personal Pan,210.00 ,12.00 ,4.50 ,25.00 ,460.00 ,18.00 ,1.00 ,2.00 ,9.00 ,
Pizza Hut,Pan Pizza Slices Meat Lover’s® Medium,320.00 ,17.00 ,6.00 ,35.00 ,640.00 ,28.00 ,2.00 ,1.00 ,13.00 ,
Pizza Hut,Pan Pizza Slices Meat Lover’s® Large,470.00 ,27.00 ,10.00 ,50.00 ,940.00 ,37.00 ,2.00 ,2.00 ,19.00 ,
Pizza Hut,Pan Pizza Slices Pepperoni Personal Pan,150.00 ,7.00 ,2.50 ,15.00 ,310.00 ,17.00 ,1.00 ,2.00 ,6.00 ,
Pizza Hut,Pan Pizza Slices Pepperoni Medium,250.00 ,11.00 ,4.50 ,25.00 ,470.00 ,28.00 ,2.00 ,1.00 ,10.00 ,
Pizza Hut,Pan Pizza Slices Pepperoni Large,370.00 ,18.00 ,6.00 ,35.00 ,680.00 ,36.00 ,2.00 ,2.00 ,15.00 ,
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Personal Pan,180.00 ,9.00 ,3.50 ,20.00 ,370.00 ,17.00 ,1.00 ,2.00 ,8.00 ,
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Medium,300.00 ,15.00 ,6.00 ,35.00 ,580.00 ,28.00 ,2.00 ,1.00 ,13.00 ,
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Large,440.00 ,24.00 ,9.00 ,50.00 ,850.00 ,37.00 ,3.00 ,2.00 ,19.00 ,
Pizza Hut,Pan Pizza Slices Supreme Personal Pan,170.00 ,8.00 ,3.00 ,15.00 ,360.00 ,18.00 ,1.00 ,2.00 ,7.00 ,
Pizza Hut,Pan Pizza Slices Supreme Medium,270.00 ,13.00 ,5.00 ,25.00 ,500.00 ,29.00 ,2.00 ,2.00 ,11.00 ,
Pizza Hut,Pan Pizza Slices Supreme Large,390.00 ,20.00 ,7.00 ,40.00 ,740.00 ,37.00 ,2.00 ,2.00 ,16.00 ,
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Personal Pan,170.00 ,8.00 ,3.50 ,15.00 ,330.00 ,17.00 ,1.00 ,2.00 ,8.00 ,
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Medium,270.00 ,13.00 ,5.00 ,25.00 ,470.00 ,27.00 ,2.00 ,1.00 ,12.00 ,
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Large,390.00 ,20.00 ,8.00 ,40.00 ,670.00 ,36.00 ,2.00 ,2.00 ,17.00 ,
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Personal Pan,140.00 ,5.00 ,2.00 ,10.00 ,290.00 ,18.00 ,1.00 ,2.00 ,6.00 ,
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Medium,230.00 ,9.00 ,3.50 ,15.00 ,420.00 ,29.00 ,2.00 ,2.00 ,9.00 ,
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Large,330.00 ,15.00 ,5.00 ,25.00 ,620.00 ,38.00 ,3.00 ,3.00 ,14.00 ,
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Small,140.00 ,4.00 ,2.00 ,15.00 ,250.00 ,20.00 ,1.00 ,4.00 ,6.00 ,
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Medium,220.00 ,7.00 ,3.00 ,20.00 ,390.00 ,31.00 ,2.00 ,6.00 ,10.00 ,
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Large,300.00 ,10.00 ,4.50 ,30.00 ,530.00 ,40.00 ,2.00 ,7.00 ,14.00 ,
Pizza Hut,Hand Tossed Slices Beyond Meat® Pepperoni Medium,200.00 ,7.00 ,3.50 ,15.00 ,410.00 ,26.00 ,2.00 ,1.00 ,9.00 ,
Pizza Hut,Hand Tossed Slices Beyond Meat® Pepperoni Large,280.00 ,10.00 ,5.00 ,20.00 ,560.00 ,35.00 ,3.00 ,2.00 ,12.00 ,
Pizza Hut,Hand Tossed Slices  Buffalo Chicken Small,130.00 ,3.50 ,1.50 ,10.00 ,380.00 ,19.00 ,<1,<1,6.00 ,
Pizza Hut,Hand Tossed Slices  Buffalo Chicken Medium,200.00 ,5.00 ,2.50 ,20.00 ,560.00 ,28.00 ,2.00 ,1.00 ,9.00 ,
Pizza Hut,Hand Tossed Slices  Buffalo Chicken Large,270.00 ,8.00 ,4.00 ,30.00 ,740.00 ,37.00 ,2.00 ,2.00 ,13.00 ,
Pizza Hut,Hand Tossed Slices Cheese Small,130.00 ,4.50 ,2.00 ,10.00 ,250.00 ,17.00 ,1.00 ,<1,6.00 ,
Pizza Hut,Hand Tossed Slices Cheese Medium,210.00 ,8.00 ,3.50 ,20.00 ,390.00 ,26.00 ,2.00 ,1.00 ,10.00 ,
Pizza Hut,Hand Tossed Slices Cheese Large,290.00 ,10.00 ,5.00 ,30.00 ,540.00 ,34.00 ,3.00 ,2.00 ,13.00 ,
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Small,150.00 ,6.00 ,2.50 ,15.00 ,270.00 ,16.00 ,1.00 ,<1,7.00 ,
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Medium,230.00 ,9.00 ,4.00 ,25.00 ,410.00 ,25.00 ,2.00 ,1.00 ,11.00 ,
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Large,310.00 ,13.00 ,5.00 ,35.00 ,560.00 ,33.00 ,2.00 ,1.00 ,16.00 ,
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Small,130.00 ,4.00 ,1.50 ,10.00 ,270.00 ,17.00 ,1.00 ,1.00 ,7.00 ,
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Medium,210.00 ,6.00 ,3.00 ,20.00 ,420.00 ,27.00 ,2.00 ,2.00 ,10.00 ,
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Large,280.00 ,9.00 ,4.00 ,30.00 ,580.00 ,36.00 ,3.00 ,3.00 ,15.00 ,
Pizza Hut,Hand Tossed Slices Meat Lover’s® Small,180.00 ,9.00 ,3.50 ,20.00 ,370.00 ,17.00 ,1.00 ,<1,7.00 ,
Pizza Hut,Hand Tossed Slices Meat Lover’s® Medium,290.00 ,15.00 ,6.00 ,30.00 ,590.00 ,26.00 ,2.00 ,1.00 ,12.00 ,
Pizza Hut,Hand Tossed Slices Meat Lover’s® Large,390.00 ,21.00 ,8.00 ,45.00 ,830.00 ,34.00 ,3.00 ,2.00 ,17.00 ,
Pizza Hut,Hand Tossed Slices Pepperoni Small,130.00 ,5.00 ,2.00 ,10.00 ,260.00 ,16.00 ,1.00 ,<1,6.00 ,
Pizza Hut,Hand Tossed Slices Pepperoni Medium,220.00 ,9.00 ,4.00 ,20.00 ,420.00 ,25.00 ,2.00 ,1.00 ,9.00 ,
Pizza Hut,Hand Tossed Slices Pepperoni Large,300.00 ,13.00 ,6.00 ,30.00 ,590.00 ,34.00 ,3.00 ,2.00 ,13.00 ,
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Small,160.00 ,7.00 ,3.00 ,20.00 ,310.00 ,17.00 ,1.00 ,<1,7.00 ,
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Medium,270.00 ,13.00 ,6.00 ,35.00 ,530.00 ,26.00 ,2.00 ,1.00 ,12.00 ,
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Large,370.00 ,18.00 ,8.00 ,50.00 ,740.00 ,35.00 ,3.00 ,2.00 ,17.00 ,
Pizza Hut,Hand Tossed Slices Supreme Small,150.00 ,6.00 ,2.50 ,15.00 ,280.00 ,17.00 ,1.00 ,1.00 ,6.00 ,
Pizza Hut,Hand Tossed Slices Supreme Medium,240.00 ,10.00 ,4.00 ,25.00 ,450.00 ,26.00 ,2.00 ,2.00 ,10.00 ,
Pizza Hut,Hand Tossed Slices Supreme Large,320.00 ,14.00 ,6.00 ,35.00 ,630.00 ,35.00 ,3.00 ,2.00 ,14.00 ,
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Small,150.00 ,6.00 ,2.50 ,15.00 ,250.00 ,16.00 ,1.00 ,<1,6.00 ,
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Medium,230.00 ,10.00 ,4.50 ,25.00 ,390.00 ,25.00 ,2.00 ,1.00 ,11.00 ,
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Large,310.00 ,13.00 ,6.00 ,35.00 ,540.00 ,33.00 ,2.00 ,1.00 ,15.00 ,
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Small,120.00 ,4.00 ,1.50 ,10.00 ,230.00 ,17.00 ,1.00 ,1.00 ,5.00 ,
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Medium,200.00 ,6.00 ,2.50 ,15.00 ,370.00 ,27.00 ,2.00 ,2.00 ,8.00 ,
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Large,260.00 ,9.00 ,4.00 ,20.00 ,510.00 ,36.00 ,3.00 ,3.00 ,11.00 ,
