Combinations,Calories,Total Fat,Saturated Fat,Cholestorol,Protein,Carbs,Sodium,Fiber,Sugars
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Sour Cream - Top",530.0,22.0,9.0,165.0,38.0,42.0,1030.0,3.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",590.0,16.0,3.5,65.0,39.0,75.0,1260.0,14.0,5.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro, Chipotle - Chips regular - Side",1010.0,48.0,6.0,100.0,40.0,108.0,1280.0,11.0,3.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Romaine Lettuce - Top",665.0,22.5,7.5,65.0,39.0,72.0,1260.0,12.0,1.0
"Chipotle - Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro, Chipotle - Sour Cream - Top",630.0,31.0,11.0,140.0,39.0,48.0,1400.0,3.0,4.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top",525.0,16.0,3.5,125.0,41.0,56.0,1060.0,5.0,2.0
"Chipotle - Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Romaine Lettuce - Top",425.0,15.0,3.5,65.0,31.0,43.0,1010.0,4.0,0.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Cheese - Top, Chipotle - Sour Cream - Top",570.0,36.0,7.5,70.0,19.0,41.0,780.0,6.0,7.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top",495.0,20.0,8.0,105.0,30.0,45.0,910.0,3.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Guacomole (Side) - Top",760.0,49.0,20.0,105.0,31.0,46.0,1040.0,8.0,3.0
"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",670.0,23.0,8.0,65.0,41.0,78.0,1470.0,12.0,6.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",505.0,19.0,10.0,110.0,30.0,49.0,1480.0,3.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",530.0,25.0,11.0,155.0,40.0,37.0,1060.0,4.0,1.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Barbacoa - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",570.0,17.5,3.0,65.0,35.0,68.0,1460.0,7.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Romaine Lettuce - Top",595.0,38.0,9.5,0.0,14.0,54.0,1120.0,12.0,6.0
"Chipotle - Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",640.0,18.0,4.0,125.0,50.0,77.0,1330.0,13.0,5.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Entree) - Top",640.0,23.5,11.0,155.0,49.0,62.0,960.0,9.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Chips regular - Side",1050.0,37.5,3.0,65.0,43.0,136.0,1480.0,17.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top",600.0,22.5,8.5,120.0,35.0,60.0,760.0,11.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Sour Cream - Top",515.0,25.0,9.0,165.0,37.0,35.0,890.0,4.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Side) - Top",760.0,30.5,9.5,185.0,54.0,69.0,1360.0,8.0,4.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Guacomole - Top",930.0,63.0,11.5,120.0,31.0,59.0,1450.0,14.0,4.0
"Chipotle - Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top",570.0,28.0,8.0,95.0,36.0,41.0,1120.0,2.0,0.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Romaine Lettuce - Top",625.0,31.0,9.5,125.0,38.0,46.0,1210.0,4.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Fresh Tomato Salsa - Top",605.0,24.5,6.0,100.0,40.0,55.0,1500.0,12.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top, Chipotle - Guacomole (Side) - Top",760.0,48.0,15.0,95.0,35.0,45.0,1200.0,8.0,1.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Tomatillo-Green Chili Salsa - Top",485.0,12.5,3.5,125.0,39.0,60.0,1250.0,4.0,6.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Guacomole (Side) - Top",700.0,41.0,15.0,120.0,29.0,51.0,1080.0,8.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Tomatillo-Red Chili Salsa - Top",500.0,12.5,3.5,125.0,39.0,60.0,1490.0,5.0,4.0
"Chipotle - Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Cheese - Top",545.0,23.0,3.5,95.0,37.0,47.0,1460.0,3.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Side) - Top",750.0,32.5,9.5,125.0,46.0,67.0,1420.0,10.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro, Chipotle - Fresh Tomato Salsa - Top",395.0,19.0,2.5,0.0,12.0,47.0,1260.0,8.0,8.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Side) - Top",670.0,39.0,14.0,125.0,37.0,41.0,1090.0,4.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Chipotle - Romaine Lettuce - Top",495.0,24.0,4.0,155.0,41.0,31.0,500.0,4.0,0.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Romaine Lettuce - Top",695.0,41.0,12.0,160.0,42.0,38.0,1230.0,4.0,2.0
"Chipotle - Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Sour Cream - Top",590.0,28.5,7.5,40.0,20.0,67.0,1400.0,8.0,11.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Chips regular - Side",970.0,45.5,2.5,0.0,21.0,127.0,1280.0,16.0,10.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",505.0,16.0,3.0,65.0,32.0,56.0,1390.0,4.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Sour Cream - Top",525.0,20.0,8.5,165.0,38.0,46.0,1240.0,2.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top",550.0,27.0,13.0,105.0,30.0,43.0,820.0,3.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",430.0,20.5,2.5,0.0,14.0,54.0,890.0,9.0,9.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco - Top",890.0,58.0,20.0,185.0,46.0,43.0,1430.0,4.0,5.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",525.0,12.5,3.0,65.0,36.0,67.0,1350.0,10.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Tomatillo-Red Chili Salsa - Top",520.0,22.5,8.0,65.0,29.0,49.0,1280.0,7.0,4.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Romaine Lettuce - Top",595.0,19.5,5.5,100.0,41.0,64.0,1300.0,9.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Guacomole (Side) - Top",610.0,33.0,10.0,65.0,30.0,50.0,1250.0,8.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",440.0,17.5,2.5,0.0,15.0,61.0,1080.0,8.0,9.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Tomatillo-Green Chili Salsa - Top",455.0,17.5,2.5,0.0,15.0,65.0,1340.0,8.0,11.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Sour Cream - Top",600.0,26.5,7.5,40.0,22.0,68.0,990.0,13.0,8.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Guacomole (Side) - Top",870.0,52.0,19.5,105.0,35.0,60.0,1450.0,9.0,3.0
"Chipotle - Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",415.0,14.0,3.5,80.0,28.0,45.0,1070.0,3.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top, Chipotle - Chips large - Side",1290.0,62.0,7.0,95.0,44.0,142.0,1310.0,15.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro, Chipotle - Romaine Lettuce - Top",485.0,20.0,6.0,100.0,34.0,43.0,1080.0,4.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Sour Cream - Top",520.0,20.0,8.0,105.0,30.0,48.0,1410.0,3.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Sour Cream - Top",560.0,25.0,12.5,105.0,29.0,46.0,1330.0,2.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",405.0,13.0,4.0,125.0,36.0,40.0,760.0,2.0,2.0
"Chipotle - Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Guacomole (Side) - Top",690.0,42.0,15.0,65.0,32.0,48.0,1300.0,8.0,1.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Guacomole (Side) - Top",580.0,41.0,9.5,0.0,13.0,46.0,930.0,12.0,6.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",505.0,17.5,2.5,0.0,20.0,70.0,1220.0,13.0,8.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Romaine Lettuce - Top",385.0,11.0,3.0,65.0,28.0,43.0,880.0,3.0,0.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",460.0,17.5,4.0,125.0,38.0,45.0,640.0,6.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Chips large - Side",1175.0,53.0,7.0,80.0,35.0,144.0,1180.0,15.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Romaine Lettuce - Top",365.0,16.0,2.5,0.0,12.0,46.0,750.0,6.0,5.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Fresh Tomato Salsa - Top",405.0,13.0,3.5,65.0,28.0,42.0,1270.0,4.0,1.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",500.0,15.0,3.0,80.0,29.0,55.0,1430.0,5.0,0.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Side) - Top",730.0,39.0,9.5,155.0,44.0,46.0,1400.0,3.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro, Chipotle - Queso Blanco (Side) - Top",610.0,37.0,8.5,60.0,22.0,50.0,1200.0,7.0,9.0
"Chipotle - Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Side) - Top",750.0,41.0,14.5,180.0,40.0,50.0,1330.0,3.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Cheese - Top",510.0,24.0,3.5,95.0,33.0,36.0,1220.0,5.0,0.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",365.0,15.0,3.5,80.0,24.0,34.0,590.0,4.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Guacomole - Top",840.0,57.0,7.0,65.0,32.0,54.0,1460.0,15.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Side) - Top",620.0,30.0,9.5,140.0,36.0,49.0,1160.0,4.0,4.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Entree) - Top",510.0,20.0,10.5,155.0,41.0,44.0,910.0,1.0,1.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Chips regular - Side",1130.0,57.0,10.0,80.0,34.0,122.0,1440.0,15.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro",680.0,21.0,8.0,65.0,43.0,79.0,1060.0,17.0,3.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Black Beans - Top, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro",730.0,18.0,3.0,80.0,45.0,94.0,1350.0,19.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",435.0,16.0,7.5,65.0,27.0,44.0,1060.0,1.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Side) - Top",810.0,47.0,17.0,200.0,45.0,46.0,1450.0,2.0,4.0
"Chipotle - Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",590.0,16.5,4.0,125.0,47.0,65.0,1500.0,11.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Sour Cream - Top",600.0,29.0,11.0,140.0,35.0,43.0,1460.0,3.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Guacomole - Top",840.0,60.0,7.5,125.0,39.0,45.0,1050.0,15.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top",620.0,23.5,8.5,105.0,38.0,61.0,960.0,11.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Guacomole (Side) - Top",750.0,34.5,10.5,125.0,46.0,69.0,1240.0,15.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Chips regular - Side",1130.0,62.0,8.5,60.0,28.0,118.0,1440.0,13.0,8.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",595.0,24.5,6.0,100.0,40.0,55.0,1210.0,11.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Queso Blanco - Top",850.0,52.0,15.5,200.0,45.0,49.0,1460.0,6.0,7.0
"Chipotle - Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Cheese - Top",650.0,29.5,8.0,95.0,39.0,57.0,1450.0,5.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro, Chipotle - Cheese - Top",580.0,31.0,6.0,130.0,39.0,36.0,1080.0,4.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top, Chipotle - Chips regular - Side",1060.0,54.0,8.0,95.0,39.0,103.0,1030.0,10.0,1.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Guacomole - Top",920.0,61.5,7.5,125.0,42.0,61.0,1380.0,18.0,6.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Romaine Lettuce - Top",545.0,25.0,14.5,95.0,32.0,45.0,1050.0,2.0,1.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Guacomole (Side) - Top",770.0,44.5,15.0,65.0,36.0,59.0,1030.0,16.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Side) - Top",760.0,32.5,10.0,185.0,54.0,65.0,1200.0,9.0,4.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Entree) - Top",620.0,25.0,10.5,155.0,45.0,54.0,1160.0,3.0,1.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Side) - Top",730.0,43.0,15.0,225.0,47.0,38.0,830.0,3.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top",545.0,21.5,6.0,100.0,36.0,54.0,1260.0,6.0,4.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Romaine Lettuce - Top",475.0,18.0,3.0,110.0,31.0,43.0,870.0,3.0,0.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Cheese - Top",470.0,24.0,2.5,30.0,18.0,46.0,940.0,5.0,5.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",560.0,20.5,10.0,110.0,33.0,61.0,1260.0,5.0,5.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",580.0,26.5,11.0,155.0,43.0,49.0,890.0,6.0,5.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",390.0,14.0,2.0,0.0,12.0,53.0,1410.0,5.0,5.0
"Chipotle - Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Entree) - Top",690.0,37.0,15.0,125.0,41.0,45.0,1370.0,2.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Cheese - Top",525.0,21.0,4.0,155.0,42.0,41.0,1240.0,3.0,1.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Sour Cream - Top",570.0,21.5,8.0,105.0,33.0,60.0,1240.0,5.0,6.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro",640.0,16.0,3.5,65.0,44.0,81.0,1140.0,18.0,3.0
"Chipotle - Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro, Chipotle - Sour Cream - Top",530.0,27.0,7.5,40.0,18.0,56.0,1220.0,6.0,9.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Guacomole (Side) - Top",740.0,36.5,10.5,65.0,38.0,67.0,1300.0,17.0,2.0
"Chipotle - Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro, Chipotle - Cheese - Top",530.0,26.0,2.5,30.0,22.0,55.0,1380.0,6.0,7.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Romaine Lettuce - Top",515.0,14.5,3.5,65.0,36.0,61.0,930.0,11.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Queso Blanco (Side) - Top",860.0,53.0,17.0,185.0,48.0,51.0,1360.0,8.0,3.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Sofritas - Pro, Chipotle - Romaine Lettuce - Top",475.0,19.0,2.0,0.0,16.0,60.0,1160.0,7.0,5.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top",385.0,16.0,4.0,125.0,35.0,30.0,310.0,4.0,0.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Sour Cream - Top",475.0,24.0,8.5,120.0,26.0,36.0,620.0,4.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Tomatillo-Green Chili Salsa - Top",515.0,19.5,8.0,65.0,30.0,56.0,1230.0,5.0,6.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",505.0,15.0,3.0,80.0,30.0,60.0,1340.0,5.0,4.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top",445.0,11.5,3.0,80.0,28.0,58.0,1010.0,6.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",540.0,21.5,6.0,100.0,36.0,53.0,1260.0,5.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",570.0,27.0,15.0,95.0,32.0,44.0,1390.0,3.0,1.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",450.0,16.0,7.5,65.0,27.0,44.0,1300.0,2.0,0.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Guacomole (Side) - Top",665.0,38.0,14.5,65.0,29.0,52.0,1430.0,7.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro",530.0,14.5,3.5,65.0,37.0,64.0,1080.0,12.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Guacomole (Side) - Top",620.0,35.0,11.0,125.0,38.0,44.0,870.0,8.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Tomatillo-Red Chili Salsa - Top",500.0,14.5,4.0,125.0,39.0,56.0,1330.0,6.0,4.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Chips regular - Side",1010.0,37.5,3.5,125.0,46.0,129.0,1380.0,11.0,5.0
