Combinations,Calories,Total Fat,Saturated Fat,Cholestorol,Protein,Carbs,Sodium,Fiber,Sugars
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Entree) - Top",670.0,26.5,14.5,95.0,40.0,66.0,1260.0,8.0,3.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side",1060.0,41.0,3.5,125.0,48.0,128.0,1450.0,11.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Side) - Top",730.0,31.5,9.5,140.0,43.0,65.0,1220.0,11.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Chips regular - Side",1090.0,42.5,7.5,65.0,42.0,134.0,1400.0,16.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Romaine Lettuce - Top",495.0,15.5,2.0,0.0,20.0,72.0,1120.0,12.0,7.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Guacomole - Top",870.0,65.0,11.5,65.0,30.0,45.0,1190.0,15.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",605.0,21.5,6.0,100.0,41.0,63.0,1400.0,9.0,4.0
"Chipotle - Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top",640.0,24.5,8.5,120.0,38.0,64.0,1050.0,11.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chips regular - Side",1030.0,50.0,10.5,95.0,39.0,108.0,1170.0,11.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Cheese - Top, Chipotle - Sour Cream - Top",670.0,40.0,11.0,170.0,40.0,33.0,960.0,3.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Entree) - Top",560.0,27.0,15.0,95.0,33.0,45.0,1040.0,3.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top",630.0,23.5,10.5,95.0,41.0,64.0,1180.0,10.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Fresh Tomato Salsa - Top",375.0,19.0,2.5,0.0,11.0,42.0,1110.0,7.0,6.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Chips regular - Side",915.0,35.0,3.0,80.0,32.0,118.0,1330.0,9.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro, Chipotle - Guacomole (Side) - Top",610.0,36.0,9.0,0.0,15.0,62.0,1430.0,11.0,8.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro, Chipotle - Guacomole (Side) - Top",630.0,35.0,10.5,65.0,31.0,51.0,1240.0,10.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Sour Cream - Top",495.0,25.0,7.5,40.0,14.0,51.0,1330.0,6.0,8.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Black Beans - Top, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro",620.0,16.5,3.0,80.0,38.0,78.0,1290.0,12.0,4.0
"Chipotle - Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top",485.0,19.5,2.5,0.0,18.0,66.0,1370.0,9.0,9.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Queso Blanco (Entree) - Top",740.0,44.0,18.0,155.0,43.0,48.0,1120.0,8.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Cheese - Top",600.0,25.5,2.5,30.0,26.0,68.0,1150.0,12.0,7.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Fresh Tomato Salsa - Top",505.0,16.5,3.5,80.0,32.0,55.0,1090.0,13.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Romaine Lettuce - Top",505.0,20.0,10.0,95.0,33.0,47.0,1130.0,3.0,1.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top",635.0,17.5,3.5,125.0,48.0,73.0,1120.0,11.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro",520.0,12.5,3.5,125.0,44.0,62.0,870.0,8.0,2.0
"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top",535.0,15.5,3.5,80.0,36.0,64.0,1020.0,11.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro",510.0,14.5,3.5,65.0,36.0,59.0,930.0,11.0,1.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Fresh Tomato Salsa - Top",385.0,10.0,3.0,80.0,25.0,45.0,1230.0,3.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Cheese - Top, Chipotle - Sour Cream - Top",580.0,33.0,7.5,70.0,20.0,48.0,970.0,5.0,7.0
"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top",670.0,25.5,9.0,165.0,49.0,64.0,1030.0,9.0,4.0
"Chipotle - Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",480.0,15.0,4.0,125.0,40.0,49.0,1440.0,4.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Cheese - Top",630.0,20.5,3.5,155.0,50.0,62.0,1060.0,9.0,1.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Romaine Lettuce - Top",585.0,24.5,6.0,100.0,40.0,52.0,950.0,12.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Romaine Lettuce - Top",455.0,18.0,8.0,65.0,27.0,41.0,1140.0,4.0,0.0
"Chipotle - Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Romaine Lettuce - Top",405.0,18.0,2.5,0.0,15.0,50.0,1040.0,6.0,5.0
"Chipotle - Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Cheese - Top",525.0,22.0,3.5,110.0,34.0,46.0,1260.0,3.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top",505.0,20.0,8.5,165.0,38.0,43.0,690.0,2.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Sour Cream - Top",485.0,23.0,7.0,40.0,14.0,55.0,1200.0,4.0,9.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Romaine Lettuce - Top",390.0,12.0,3.5,80.0,25.0,42.0,1070.0,5.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side",925.0,38.0,3.5,65.0,35.0,112.0,1110.0,11.0,1.0
"Chipotle - Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Romaine Lettuce - Top",665.0,33.0,9.5,125.0,41.0,50.0,1500.0,4.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Guacomole (Side) - Top",605.0,32.0,10.0,80.0,27.0,53.0,1310.0,8.0,3.0
"Chipotle - Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Sour Cream - Top",600.0,29.0,13.0,105.0,32.0,46.0,1460.0,3.0,2.0
"Chipotle - Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro",520.0,22.0,6.0,100.0,37.0,46.0,1370.0,3.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Guacomole (Side) - Top",625.0,38.0,11.0,125.0,37.0,41.0,940.0,9.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro, Chipotle - Romaine Lettuce - Top",395.0,16.0,3.5,65.0,28.0,37.0,680.0,6.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Guacomole (Side) - Top",615.0,34.0,10.5,80.0,27.0,49.0,1440.0,10.0,2.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top",580.0,23.0,3.0,110.0,35.0,52.0,1120.0,4.0,0.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top",610.0,25.5,3.5,95.0,41.0,54.0,930.0,11.0,2.0
"Chipotle - Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Cheese - Top, Chipotle - Romaine Lettuce - Top",615.0,30.0,6.0,130.0,42.0,43.0,1410.0,3.0,0.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top",630.0,23.5,9.0,165.0,46.0,59.0,740.0,10.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chips regular - Side",1080.0,50.0,14.5,95.0,39.0,117.0,1440.0,8.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side",1050.0,42.5,4.0,125.0,50.0,123.0,910.0,18.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top",490.0,22.0,8.5,105.0,30.0,40.0,750.0,3.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Pinto Beans - Top, Chipotle - Carne Asada - Pro",720.0,23.0,6.0,100.0,49.0,80.0,1350.0,17.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Sour Cream - Top",495.0,25.0,8.5,105.0,29.0,37.0,820.0,4.0,4.0
"Chipotle - Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top",615.0,31.0,11.0,140.0,38.0,44.0,1250.0,3.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",530.0,17.5,3.5,65.0,35.0,57.0,1240.0,12.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Side) - Top",740.0,39.0,10.0,215.0,52.0,44.0,1180.0,2.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",480.0,23.0,6.0,100.0,32.0,34.0,1240.0,4.0,0.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top, Chipotle - Chips regular - Side",1030.0,46.0,3.5,95.0,41.0,112.0,1300.0,10.0,1.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",535.0,16.0,3.5,125.0,41.0,59.0,1320.0,4.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",580.0,19.5,8.0,65.0,35.0,62.0,1350.0,10.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Guacomole (Side) - Top",670.0,33.5,10.0,80.0,30.0,65.0,1380.0,11.0,5.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top",510.0,22.0,8.5,105.0,31.0,45.0,900.0,4.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top",495.0,25.0,9.0,165.0,37.0,32.0,340.0,4.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Entree) - Top",600.0,33.0,10.5,125.0,38.0,36.0,970.0,4.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",510.0,25.0,9.5,30.0,17.0,53.0,1500.0,6.0,6.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Chips regular - Side",970.0,41.5,3.5,80.0,34.0,119.0,1050.0,14.0,5.0
"Chipotle - Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Sour Cream - Top",640.0,28.5,7.5,40.0,25.0,72.0,1280.0,13.0,8.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro, Chipotle - Fresh Tomato Salsa - Top",455.0,21.0,8.0,65.0,27.0,38.0,1150.0,5.0,3.0
"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top",700.0,30.5,13.0,105.0,40.0,64.0,1170.0,9.0,4.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Romaine Lettuce - Top",420.0,11.0,3.5,125.0,36.0,45.0,1210.0,3.0,1.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",430.0,16.5,3.5,80.0,27.0,46.0,660.0,7.0,4.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro",510.0,12.5,3.0,65.0,36.0,63.0,1090.0,10.0,1.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side",905.0,35.0,3.0,80.0,32.0,115.0,1070.0,10.0,1.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Roasted Chili-Corn Salsa - Top",475.0,17.5,3.5,65.0,30.0,51.0,1410.0,8.0,5.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top",575.0,27.0,10.5,140.0,35.0,44.0,1120.0,2.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Roasted Chili-Corn Salsa - Top",465.0,13.5,3.5,80.0,28.0,57.0,1400.0,7.0,5.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Side) - Top",660.0,36.0,14.0,125.0,37.0,43.0,1130.0,2.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Chips regular - Side",1140.0,63.0,10.5,65.0,36.0,112.0,1290.0,17.0,2.0
"Chipotle - Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top, Chipotle - Romaine Lettuce - Top",535.0,23.0,3.5,95.0,37.0,44.0,1200.0,4.0,0.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Romaine Lettuce - Top",625.0,34.0,10.0,185.0,45.0,37.0,800.0,4.0,2.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro",630.0,17.5,3.5,125.0,48.0,71.0,1120.0,11.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chips regular - Side",1040.0,47.0,10.5,95.0,40.0,115.0,1360.0,10.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top",465.0,14.5,3.5,65.0,31.0,55.0,1050.0,7.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Entree) - Top",500.0,21.0,10.5,110.0,31.0,46.0,920.0,4.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top",590.0,25.5,8.5,120.0,34.0,53.0,570.0,12.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",555.0,25.0,14.5,95.0,32.0,48.0,1310.0,1.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side",940.0,41.0,4.0,125.0,43.0,107.0,850.0,11.0,3.0
"Chipotle - Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",540.0,21.5,8.0,65.0,33.0,56.0,1260.0,5.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top",395.0,13.0,4.0,125.0,36.0,37.0,500.0,3.0,0.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Queso Blanco (Side) - Top",710.0,46.0,15.5,90.0,26.0,49.0,1300.0,6.0,8.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Sour Cream - Top",595.0,24.0,8.0,120.0,31.0,57.0,1220.0,4.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Cheese - Top",590.0,24.5,3.5,110.0,38.0,53.0,730.0,11.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top, Chipotle - Guacomole (Side) - Top",750.0,51.0,15.0,95.0,34.0,38.0,1010.0,9.0,1.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side",1005.0,43.0,5.5,100.0,40.0,115.0,1480.0,9.0,1.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top",610.0,24.0,3.5,155.0,46.0,51.0,1100.0,3.0,0.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Cheese - Top",505.0,19.0,3.0,95.0,34.0,47.0,1330.0,2.0,2.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top",660.0,30.0,12.5,105.0,34.0,57.0,1230.0,4.0,4.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top",490.0,20.0,8.0,105.0,30.0,44.0,910.0,2.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips large - Side",1235.0,54.0,11.0,65.0,38.0,151.0,1390.0,13.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top",435.0,11.0,3.5,125.0,37.0,49.0,1360.0,3.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top",445.0,15.5,2.0,0.0,15.0,66.0,1240.0,8.0,9.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco - Top, Chipotle - Romaine Lettuce - Top",865.0,53.0,16.0,245.0,55.0,44.0,1290.0,5.0,5.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top",495.0,13.5,3.5,80.0,33.0,59.0,730.0,12.0,1.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",415.0,16.0,4.0,125.0,36.0,38.0,720.0,4.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Queso Blanco (Side) - Top",850.0,56.0,17.0,185.0,47.0,44.0,1170.0,9.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",385.0,16.0,3.5,65.0,27.0,35.0,790.0,4.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top",525.0,12.5,3.5,125.0,44.0,62.0,870.0,10.0,1.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco - Top",940.0,61.0,20.5,240.0,46.0,46.0,1340.0,5.0,7.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Entree) - Top",730.0,33.0,10.5,185.0,51.0,55.0,1350.0,3.0,1.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro",610.0,22.0,2.5,0.0,27.0,81.0,980.0,21.0,8.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro, Chipotle - Cheese - Top",490.0,22.0,2.0,30.0,19.0,55.0,1250.0,5.0,7.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",660.0,26.0,6.0,100.0,43.0,68.0,1280.0,13.0,6.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top",590.0,30.0,15.5,150.0,32.0,43.0,800.0,3.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",570.0,15.0,3.5,80.0,36.0,75.0,1060.0,13.0,6.0
"Chipotle - Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",600.0,24.5,10.5,110.0,36.0,61.0,1390.0,6.0,5.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Carnitas - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side",1075.0,46.0,7.5,65.0,38.0,124.0,1440.0,11.0,1.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top",645.0,30.0,12.5,105.0,33.0,53.0,1080.0,4.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Romaine Lettuce - Top",450.0,18.0,8.0,65.0,27.0,41.0,1190.0,4.0,1.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",495.0,18.0,5.5,100.0,34.0,50.0,1500.0,2.0,4.0
"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",640.0,18.0,4.0,125.0,50.0,78.0,1330.0,12.0,6.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Side) - Top",710.0,36.0,9.0,170.0,41.0,49.0,1360.0,2.0,2.0
