Company,Item,Calories,TotalFat_g,SaturatedFat_g,Cholesterol_mg,Sodium_mg,Carbs_g,Fiber_g,Sugars_g,Protein_g
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Chips regular - Side",915,35,3,80,1330,118,9,3,32
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro, Chipotle - Guacomole (Side) - Top",610,36,9,0,1430,62,11,8,15
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro, Chipotle - Guacomole (Side) - Top",630,35,10.5,65,1240,51,10,3,31
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Sour Cream - Top",495,25,7.5,40,1330,51,6,8,14
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Black Beans - Top, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro",620,16.5,3,80,1290,78,12,4,38
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top",485,19.5,2.5,0,1370,66,9,9,18
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Queso Blanco (Entree) - Top",740,44,18,155,1120,48,8,2,43
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Cheese - Top",600,25.5,2.5,30,1150,68,12,7,26
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Fresh Tomato Salsa - Top",505,16.5,3.5,80,1090,55,13,2,32
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Romaine Lettuce - Top",505,20,10,95,1130,47,3,1,33
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top",635,17.5,3.5,125,1120,73,11,2,48
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro",520,12.5,3.5,125,870,62,8,2,44
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top",535,15.5,3.5,80,1020,64,11,2,36
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro",510,14.5,3.5,65,930,59,11,1,36
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Fresh Tomato Salsa - Top",385,10,3,80,1230,45,3,1,25
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Cheese - Top, Chipotle - Sour Cream - Top",580,33,7.5,70,970,48,5,7,20
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top",670,25.5,9,165,1030,64,9,4,49
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",480,15,4,125,1440,49,4,2,40
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Cheese - Top",630,20.5,3.5,155,1060,62,9,1,50
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Romaine Lettuce - Top",585,24.5,6,100,950,52,12,1,40
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Romaine Lettuce - Top",455,18,8,65,1140,41,4,0,27
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Romaine Lettuce - Top",405,18,2.5,0,1040,50,6,5,15
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Cheese - Top",525,22,3.5,110,1260,46,3,2,34
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top",505,20,8.5,165,690,43,2,2,38
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Sour Cream - Top",485,23,7,40,1200,55,4,9,14
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Romaine Lettuce - Top",390,12,3.5,80,1070,42,5,1,25
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side",925,38,3.5,65,1110,112,11,1,35
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Romaine Lettuce - Top",665,33,9.5,125,1500,50,4,2,41
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Guacomole (Side) - Top",605,32,10,80,1310,53,8,3,27
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Sour Cream - Top",600,29,13,105,1460,46,3,2,32
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro",520,22,6,100,1370,46,3,2,37
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Guacomole (Side) - Top",625,38,11,125,940,41,9,3,37
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro, Chipotle - Romaine Lettuce - Top",395,16,3.5,65,680,37,6,2,28
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Guacomole (Side) - Top",615,34,10.5,80,1440,49,10,2,27
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top",580,23,3,110,1120,52,4,0,35
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top",610,25.5,3.5,95,930,54,11,2,41
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Cheese - Top, Chipotle - Romaine Lettuce - Top",615,30,6,130,1410,43,3,0,42
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top",630,23.5,9,165,740,59,10,3,46
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chips regular - Side",1080,50,14.5,95,1440,117,8,2,39
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side",1050,42.5,4,125,910,123,18,2,50
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top",490,22,8.5,105,750,40,3,2,30
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Pinto Beans - Top, Chipotle - Carne Asada - Pro",720,23,6,100,1350,80,17,3,49
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Sour Cream - Top",495,25,8.5,105,820,37,4,4,29
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top",615,31,11,140,1250,44,3,2,38
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",530,17.5,3.5,65,1240,57,12,2,35
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Side) - Top",740,39,10,215,1180,44,2,2,52
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",480,23,6,100,1240,34,4,0,32
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top, Chipotle - Chips regular - Side",1030,46,3.5,95,1300,112,10,1,41
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",535,16,3.5,125,1320,59,4,4,41
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",580,19.5,8,65,1350,62,10,2,35
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Guacomole (Side) - Top",670,33.5,10,80,1380,65,11,5,30
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top",510,22,8.5,105,900,45,4,4,31
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top",495,25,9,165,340,32,4,2,37
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Entree) - Top",600,33,10.5,125,970,36,4,1,38
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",510,25,9.5,30,1500,53,6,6,17
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Chips regular - Side",970,41.5,3.5,80,1050,119,14,5,34
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Sour Cream - Top",640,28.5,7.5,40,1280,72,13,8,25
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro, Chipotle - Fresh Tomato Salsa - Top",455,21,8,65,1150,38,5,3,27
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top",700,30.5,13,105,1170,64,9,4,40
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Romaine Lettuce - Top",420,11,3.5,125,1210,45,3,1,36
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",430,16.5,3.5,80,660,46,7,4,27
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro",510,12.5,3,65,1090,63,10,1,36
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side",905,35,3,80,1070,115,10,1,32
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Roasted Chili-Corn Salsa - Top",475,17.5,3.5,65,1410,51,8,5,30
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top",575,27,10.5,140,1120,44,2,2,35
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Roasted Chili-Corn Salsa - Top",465,13.5,3.5,80,1400,57,7,5,28
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Side) - Top",660,36,14,125,1130,43,2,2,37
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Chips regular - Side",1140,63,10.5,65,1290,112,17,2,36
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top, Chipotle - Romaine Lettuce - Top",535,23,3.5,95,1200,44,4,0,37
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Romaine Lettuce - Top",625,34,10,185,800,37,4,2,45
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro",630,17.5,3.5,125,1120,71,11,1,48
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chips regular - Side",1040,47,10.5,95,1360,115,10,2,40
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top",465,14.5,3.5,65,1050,55,7,4,31
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Entree) - Top",500,21,10.5,110,920,46,4,3,31
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top",590,25.5,8.5,120,570,53,12,3,34
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",555,25,14.5,95,1310,48,1,3,32
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side",940,41,4,125,850,107,11,3,43
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",540,21.5,8,65,1260,56,5,4,33
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top",395,13,4,125,500,37,3,0,36
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Queso Blanco (Side) - Top",710,46,15.5,90,1300,49,6,8,26
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Sour Cream - Top",595,24,8,120,1220,57,4,4,31
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Cheese - Top",590,24.5,3.5,110,730,53,11,2,38
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top, Chipotle - Guacomole (Side) - Top",750,51,15,95,1010,38,9,1,34
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side",1005,43,5.5,100,1480,115,9,1,40
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top",610,24,3.5,155,1100,51,3,0,46
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Cheese - Top",505,19,3,95,1330,47,2,2,34
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top",660,30,12.5,105,1230,57,4,4,34
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top",490,20,8,105,910,44,2,2,30
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips large - Side",1235,54,11,65,1390,151,13,2,38
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top",435,11,3.5,125,1360,49,3,3,37
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top",445,15.5,2,0,1240,66,8,9,15
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco - Top, Chipotle - Romaine Lettuce - Top",865,53,16,245,1290,44,5,5,55
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top",495,13.5,3.5,80,730,59,12,1,33
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",415,16,4,125,720,38,4,4,36
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Queso Blanco (Side) - Top",850,56,17,185,1170,44,9,3,47
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",385,16,3.5,65,790,35,4,2,27
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top",525,12.5,3.5,125,870,62,10,1,44
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco - Top",940,61,20.5,240,1340,46,5,7,46
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Entree) - Top",730,33,10.5,185,1350,55,3,1,51
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro",610,22,2.5,0,980,81,21,8,27
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro, Chipotle - Cheese - Top",490,22,2,30,1250,55,5,7,19
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",660,26,6,100,1280,68,13,6,43
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top",590,30,15.5,150,800,43,3,3,32
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",570,15,3.5,80,1060,75,13,6,36
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",600,24.5,10.5,110,1390,61,6,5,36
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Carnitas - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side",1075,46,7.5,65,1440,124,11,1,38
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top",645,30,12.5,105,1080,53,4,2,33
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Romaine Lettuce - Top",450,18,8,65,1190,41,4,1,27
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",495,18,5.5,100,1500,50,2,4,34
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",640,18,4,125,1330,78,12,6,50
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Side) - Top",710,36,9,170,1360,49,2,2,41
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Sour Cream - Top",530,22,9,165,1030,42,3,2,38
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",590,16,3.5,65,1260,75,14,5,39
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro, Chipotle - Chips regular - Side",1010,48,6,100,1280,108,11,3,40
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Romaine Lettuce - Top",665,22.5,7.5,65,1260,72,12,1,39
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro, Chipotle - Sour Cream - Top",630,31,11,140,1400,48,3,4,39
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top",525,16,3.5,125,1060,56,5,2,41
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Romaine Lettuce - Top",425,15,3.5,65,1010,43,4,0,31
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Cheese - Top, Chipotle - Sour Cream - Top",570,36,7.5,70,780,41,6,7,19
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top",495,20,8,105,910,45,3,2,30
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Guacomole (Side) - Top",760,49,20,105,1040,46,8,3,31
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",670,23,8,65,1470,78,12,6,41
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",505,19,10,110,1480,49,3,2,30
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",530,25,11,155,1060,37,4,1,40
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Barbacoa - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",570,17.5,3,65,1460,68,7,4,35
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Romaine Lettuce - Top",595,38,9.5,0,1120,54,12,6,14
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",640,18,4,125,1330,77,13,5,50
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Entree) - Top",640,23.5,11,155,960,62,9,3,49
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Chips regular - Side",1050,37.5,3,65,1480,136,17,2,43
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top",600,22.5,8.5,120,760,60,11,3,35
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Sour Cream - Top",515,25,9,165,890,35,4,3,37
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Side) - Top",760,30.5,9.5,185,1360,69,8,4,54
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Guacomole - Top",930,63,11.5,120,1450,59,14,4,31
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top",570,28,8,95,1120,41,2,0,36
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Romaine Lettuce - Top",625,31,9.5,125,1210,46,4,2,38
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Fresh Tomato Salsa - Top",605,24.5,6,100,1500,55,12,2,40
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top, Chipotle - Guacomole (Side) - Top",760,48,15,95,1200,45,8,1,35
