Company,Item,Calories,TotalFat_g,SaturatedFat_g,Cholesterol_mg,Sodium_mg,Carbs_g,Fiber_g,Sugars_g,Protein_g
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Cheese - Top",655,29,7.5,95,1500,55,3,2,37
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro",490,17.5,2.5,0,960,66,13,6,20
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Tomatillo-Red Chili Salsa - Top",465,18,8,65,1400,44,3,2,27
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Roasted Chili-Corn Salsa - Top",485,17.5,4,125,1190,49,7,5,38
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Sour Cream - Top",610,24,8,120,1460,57,5,2,31
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Entree) - Top",660,31.5,15,95,910,55,10,3,39
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Chips large - Side",1240,54.5,7,80,1250,156,18,6,38
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Sour Cream - Top",655,30,12.5,105,1340,56,3,4,33
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Queso Blanco (Entree) - Top",570,32,13,130,990,34,3,1,37
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Tomatillo-Red Chili Salsa - Top",415,16,3.5,65,1290,39,5,2,27
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",540,14.5,3.5,65,1430,63,12,1,36
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",710,19,3.5,125,1450,88,13,6,51
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Queso Blanco (Side) - Top",730,43,16.5,155,1270,42,4,3,42
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Guacomole (Side) - Top",760,37.5,10.5,80,1390,71,16,3,38
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Side) - Top",690,33,10,185,1430,52,3,4,50
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Queso Blanco (Entree) - Top",720,47,17.5,95,1150,43,10,2,34
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Fresh Tomato Salsa - Top",535,14.5,3.5,65,1480,63,12,2,36
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top",620,20.5,3,95,1280,64,10,1,42
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro, Chipotle - Chips regular - Side",1020,45,6,100,1470,115,10,3,41
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Chips regular - Side",980,36.5,3,80,1400,130,12,5,35
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top",620,29,15.5,195,940,46,1,3,43
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side",905,37,3.5,80,910,111,11,1,32
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Guacomole (Side) - Top",635,33,10.5,125,1290,52,7,3,38
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Romaine Lettuce - Top",685,45,13,100,1110,39,10,1,34
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Sour Cream - Top",550,30,13,105,980,35,4,2,28
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Sour Cream - Top",700,30.5,11,140,1170,61,9,4,43
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Romaine Lettuce - Top",420,13,4,125,1050,41,4,1,36
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",440,13.5,3.5,80,850,53,6,4,28
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Queso Blanco (Side) - Top",600,32,8,60,1400,56,4,7,22
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Barbacoa - Pro",500,17.5,3.5,65,740,53,11,2,35
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Guacomole (Side) - Top",650,37,10.5,65,1380,50,9,1,33
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Sour Cream - Top",485,19,8,120,970,47,2,4,27
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Entree) - Top",610,30,10.5,125,1160,43,3,1,39
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro, Chipotle - Queso Blanco (Side) - Top",620,34,8.5,60,1390,57,6,9,23
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top, Chipotle - Romaine Lettuce - Top",525,29,8,95,640,31,4,0,32
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top",520,30,13,105,480,31,3,2,28
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Sofritas - Pro, Chipotle - Sour Cream - Top",580,28,7,40,1190,61,6,7,18
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Cheese - Top",590,28.5,2.5,30,960,61,13,7,25
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",570,17,2,0,1450,86,15,10,23
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top",670,25.5,10.5,95,1470,68,10,3,44
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Sour Cream - Top",610,26.5,12.5,105,1160,58,4,6,32
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Queso Blanco - Top, Chipotle - Romaine Lettuce - Top",835,52,15.5,200,1310,45,6,5,44
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Queso Blanco (Side) - Top",615,34,8.5,60,1500,56,5,9,22
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Side) - Top",760,32.5,10,185,1200,64,10,3,54
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",450,20.5,2.5,0,1040,59,10,11,15
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side",1020,50,8.5,105,950,106,11,3,36
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Cheese - Top",570,25.5,4,155,830,46,6,4,44
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Chips regular - Side",1130,59,10.5,80,1280,118,16,2,34
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Cheese - Top, Chipotle - Sour Cream - Top",680,35,10.5,170,1310,44,1,2,41
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Sour Cream - Top",570,23.5,8.5,105,1080,56,6,6,33
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Romaine Lettuce - Top",715,33,9,140,1420,59,5,2,39
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Chips large - Side",1350,60.5,11.5,65,1250,160,22,3,45
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top",435,13,4,125,1200,45,4,3,37
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Pinto Beans - Top, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro",640,17.5,3,65,1490,78,13,3,41
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Guacomole (Side) - Top",710,47,15.5,105,930,41,10,3,31
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro",520,14.5,4,125,710,58,9,2,44
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Tomatillo-Green Chili Salsa - Top",390,19,2.5,0,1370,46,7,8,11
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top, Chipotle - Sour Cream - Top",750,38,12.5,135,1270,53,3,2,39
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Queso Blanco (Side) - Top",740,40,16.5,155,1460,49,3,3,43
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Guacomole (Side) - Top",635,35,11,125,1130,48,8,3,38
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Romaine Lettuce - Top",465,23,3.5,110,520,32,5,0,30
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",480,12.5,3,65,1360,63,6,6,32
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Romaine Lettuce - Top",595,21.5,6,100,1140,59,11,1,41
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco - Top, Chipotle - Romaine Lettuce - Top",895,58,20,185,1430,44,5,5,46
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top",505,22,9,165,530,39,3,2,38
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top",515,16.5,4,125,1120,57,6,4,42
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top",590,25.5,8.5,120,570,54,11,4,34
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",515,22,6,100,1480,45,2,2,36
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Queso Blanco (Side) - Top",830,52,16.5,140,1380,52,9,3,37
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro",450,15,4,125,940,45,3,2,40
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",470,18,8,65,1290,45,4,2,28
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro",530,12.5,3,65,1240,69,10,4,37
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Tomatillo-Red Chili Salsa - Top",435,13,4,125,1260,44,3,2,36
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",590,14,3,65,1420,79,13,5,39
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips large - Side",1165,57,6,0,1150,149,18,7,22
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Entree) - Top",610,20.5,10,110,1140,66,10,2,38
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Queso Blanco (Side) - Top",590,37,8.5,60,1050,45,6,7,21
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Guacomole (Side) - Top",660,38.5,10.5,80,1030,54,13,5,29
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Cheese - Top",560,26,8,95,1330,41,3,0,33
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Guacomole - Top",950,57.5,7,80,1470,75,22,4,37
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro",510,17.5,2.5,0,1110,71,14,8,21
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",520,17.5,7.5,65,1280,61,5,6,31
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro",530,19.5,2.5,0,1250,70,13,6,23
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",445,15,4,125,1050,44,2,2,39
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side",1005,45,8,65,1320,114,10,1,37
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro, Chipotle - Chips regular - Side",970,46,8,65,990,107,11,3,34
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro, Chipotle - Romaine Lettuce - Top",445,18,8,65,790,42,4,2,28
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",590,21.5,10.5,155,1240,60,4,5,44
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top",490,25,10.5,95,780,35,4,1,32
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",550,14.5,4,125,1210,62,10,2,44
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top",545,19.5,5.5,100,1420,58,5,4,36
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Guacomole (Side) - Top",710,42.5,9.5,0,1140,68,19,8,21
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top, Chipotle - Romaine Lettuce - Top",535,26,8,95,830,38,3,0,33
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Chipotle - Chips regular - Side",1150,49,3.5,155,1490,124,10,1,53
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top",610,31,15.5,135,1000,44,3,3,35
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Sour Cream - Top",460,28,7.5,40,590,40,6,7,13
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Fresh Tomato Salsa - Top",385,16,2.5,0,1300,49,6,6,12
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Entree) - Top",650,24.5,10.5,110,1270,67,10,3,41
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro",380,16,2.5,0,900,50,6,7,13
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Guacomole (Side) - Top",625,38,10.5,65,1450,43,11,2,29
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side",925,36,3,65,1270,116,10,1,35
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Sour Cream - Top",650,28.5,10.5,140,1450,59,4,6,38
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Guacomole (Side) - Top",720,37.5,9,0,1490,79,17,8,22
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro",510,16,3,65,1280,57,5,2,33
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Queso Blanco (Entree) - Top",480,25,9.5,30,1000,49,5,6,17
Chipotle,"Chipotle - Tortilla burrito - Carb, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Entree) - Top",590,24,10,110,1180,55,4,1,34
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",540,20,10.5,155,1410,48,2,1,41
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Cheese - Top, Chipotle - Romaine Lettuce - Top",475,24,2.5,30,940,47,6,5,18
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top",540,30,13,105,630,36,4,4,29
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top",490,19,8,120,860,48,3,4,28
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Side) - Top",620,29,9,125,1370,49,2,2,38
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Cheese - Top",700,29.5,6,130,1330,60,9,2,47
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",555,22.5,8,65,920,54,11,3,34
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Tomatillo-Green Chili Salsa - Top",430,13,4,125,1310,44,3,3,36
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Cheese - Top",545,24,7.5,95,1250,45,1,2,33
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Sour Cream - Top",570,26.5,9,165,670,47,6,6,40
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Romaine Lettuce - Top",705,38,14,125,1420,48,3,2,40
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Cheese - Top",490,18,3,110,1020,47,3,2,32
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Romaine Lettuce - Top",695,42,13,100,1300,46,9,1,35
Chipotle,"Chipotle - Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top",560,24,10.5,95,1410,51,4,3,37
Chipotle,"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Chips regular - Side",1020,45.5,2.5,0,1160,133,20,8,26
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top",545,12.5,3.5,125,1420,66,9,3,44
Chipotle,"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Sour Cream - Top",500,21,8.5,120,1050,43,4,2,27
Chipotle,"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Cheese - Top",495,18,3,110,1420,46,3,1,31
